message,sending_time,sender,status,price,sent,viewed,purchased,earnings,withdrawn_by,message_id,source_file,loaded_at
Should I play nurse tonight and check how hard you are? 🩺🍆,"Sep 08, 2025 at 12:24 AM",SD Mochi,unsent,-,50223,321,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"😈 $500 worth of my hottest videos… for just $5?! 💦
This is the biggest drop I’ve ever done...10 of my filthiest videos in one insane bundle.
I must be losing it, but fuck it.
💰 First 10 unlocks get it...then price goes back up ⌛","Sep 07, 2025 at 11:39 PM",SD Mochi,sent,5.00,50224,3147,5,25.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Let’s play… I’ll say a kink, you say if you’d do it to me. Deal? 😉","Sep 07, 2025 at 11:01 PM",SD Mochi,unsent,-,50225,405,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"This one’s suppperrr NAUGHTY… should I even be selling it? 👀
The way I arched… the way I stretched myself out… the way I moaned your name…
Yeah… this might be too much.
🔥 Unlock &amp; see why I’m so shy to share this 😌","Sep 07, 2025 at 09:38 PM",SD Mochi,sent,3.00,50228,3177,5,15.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
My ass is shaking for a good spanking… who’s man enough to make me scream? 😈,"Sep 07, 2025 at 09:14 PM",SD Mochi,unsent,-,50195,489,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"❌ Off-Limits Fuck ❌

Just a little fun, no one has to know…
💋 That’s what I told myself before he grabbed me &amp; made me WET with just one touch.
🥵 I took him hard. I took him deep. And I LOVED every second.
💦 The way he filled me up at the end?? You NEED to see this.","Sep 07, 2025 at 08:15 PM",SD Mochi,sent,18.00,50226,3197,1,18.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"My pussy’s aching for attention rn… tell me how you’d fuck me first, Daddy 😮‍💨","Sep 07, 2025 at 08:15 PM",SD Mochi,unsent,-,50227,528,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
First 3 to send their best dick pics get a FREE DICKRATE 😈,"Sep 07, 2025 at 07:40 PM",Vash,unsent,-,46505,45,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I just bent over naked on my bed… waiting for daddy to fill me deep 😮‍💨,"Sep 07, 2025 at 07:15 PM",SD Mochi,unsent,-,50191,576,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Hey Daddy, I’m in one of those moods and I can’t stop thinking about how good you make me feel. I’ve got something extra naughty I want to show you tonight… but it’s way too hot for here 🔥. Message me if you want a custom, or let’s hop on VC so I can make it all about you 💋","Sep 07, 2025 at 06:18 PM",Mhae,unsent,-,50746,171,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I made something new, baby.🥰 and you’re the only one I want to share it with first💦. wanna see it?🙈","Sep 07, 2025 at 05:47 PM",Vash,unsent,-,46507,204,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"━━━━━━━━━━━☾✧☽━━━━━━━━━━━
🔥 𝐈’𝐋𝐋 𝐓𝐄𝐋𝐋 𝐘𝐎𝐔 𝐄𝐗𝐀𝐂𝐓𝐋𝐘 𝐇𝐎𝐖 𝐓𝐎 𝐓𝐎𝐔𝐂𝐇 𝐘𝐎𝐔𝐑𝐒𝐄𝐋𝐅… 🔥
━━━━━━━━━━━☾✧☽━━━━━━━━━━━

🖤 ”Start slow. Feel every inch. Edge yourself for me.”
👂 Soft whispers fill your ears… guiding you, teasing you, controlling you.
💦 You won’t get to finish… until I say so.
👀 The real question is—can you actually last?

🎧 Press play &amp; let me take control 😏","Sep 07, 2025 at 05:31 PM",SD Mochi,sent,14.00,50228,3258,2,28.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Imagine me squirting all over the camera lens… would you lick it clean? 💦,"Sep 07, 2025 at 05:11 PM",SD Mochi,unsent,-,50192,688,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
First 15 to send their best dick pics get a FREE DICKRATE 😈,"Sep 07, 2025 at 04:10 PM",Vash,unsent,-,46578,202,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💋 ṖÜṠṠŸ ẄÄḲЁ-ÜṖ ṪṚЁÄṪ 💦

Watch me finger my tight little pussy until it’s dripping wet 😏👅
Every moan will make you wanna fuck me awake.

👉 Don’t miss my morning mess — unlock before I cum again! 🔥💋","Sep 07, 2025 at 03:40 PM",SD Mochi,sent,15.00,50227,3288,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"i’ll give u the most honest, nasty free dick rate u ever got 👀 wanna try me?🙈","Sep 07, 2025 at 03:39 PM",Vash,unsent,-,46551,44,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I want you to cum all over my face… and watch me lick it off slowly 👅,"Sep 07, 2025 at 03:14 PM",SD Mochi,unsent,-,50192,109,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"My mouth’s watering for something thick and hard 👅🍆 Wanna feed me, Daddy?","Sep 07, 2025 at 03:09 PM",SD Mochi,unsent,-,50190,1,0,0.0,Klint Senarillos,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
My nipples are so hard they hurt… imagine sucking them until I moan for you 🥵👀,"Sep 07, 2025 at 02:19 PM",SD Mochi,unsent,-,50194,163,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"baby tell me what kind of content is ur fav when jerking off 🍆💦 BG, BJ, SOLO, GG?🙈","Sep 07, 2025 at 01:16 PM",Vash,unsent,-,46552,210,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💦 𝑮𝒓𝒆𝒂𝒔𝒆𝒅 𝑼𝒑 &amp; 𝑵𝒂𝒖𝒈𝒉𝒕𝒚 🛀💦
Oiling up my curves while I twerk &amp; shake it slow… glistening, slippery, &amp; ready to be touched 😏 Come watch me get messy, Daddy... 😘","Sep 07, 2025 at 01:03 PM",SD Mochi,unsent,13.00,50227,3144,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I crave getting facefucked so deep… you’d enjoy watching me drool, huh? 👄","Sep 07, 2025 at 12:10 PM",SD Mochi,unsent,-,50192,188,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"😈 𝐍𝐎𝐎𝐍 𝐐𝐔𝐈𝐂𝐊𝐈𝐄 𝐅𝐔𝐂𝐊 🕛
𝐁𝐞𝐧𝐭 𝐨𝐯𝐞𝐫, 𝐡𝐚𝐫𝐝 𝐩𝐨𝐮𝐧𝐝𝐢𝐧𝐠, 𝐩𝐮𝐬𝐬𝐲 𝐜𝐥𝐚𝐩𝐩𝐢𝐧𝐠 𝐥𝐨𝐮𝐝 𝐰𝐡𝐢𝐥𝐞 𝐡𝐞 𝐬𝐥𝐚𝐩𝐬 𝐦𝐲 𝐚𝐬𝐬 𝐫𝐞𝐝 🍑💦 𝐝𝐞𝐞𝐩, 𝐡𝐚𝐫𝐝, 𝐮𝐧𝐜𝐮𝐭.
⚡ 𝐒𝐤𝐢𝐩 𝐲𝐨𝐮𝐫 𝐛𝐮𝐫𝐠𝐞𝐫 — 𝐮𝐧𝐥𝐨𝐜𝐤 𝐧𝐨𝐰 &amp; 𝐰𝐚𝐭𝐜𝐡 𝐦𝐞 𝐠𝐞𝐭 𝐬𝐭𝐮𝐟𝐟𝐞𝐝 𝐟𝐮𝐥𝐥! 🤤🔥","Sep 07, 2025 at 11:57 AM",SD Mochi,unsent,21.00,50227,3168,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 ""I CAN STILL FEEL YOU INSIDE ME… EVEN THOUGH YOU’RE NOT HERE."" 😏🔥
💥 I can still feel it—my thighs clenched around you, my back arching, my nails digging into your skin.
💥 The way you stretched me, filled me, kept me moaning all night… I still feel it.

💳 Unlock &amp; relive this moment with me.","Sep 07, 2025 at 11:50 AM",SD Mochi,unsent,9.00,50453,3,0,0.0,Klint Senarillos,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🎁💦DIRTY LITTLE GIFT 💦🎁
You’ve been so good, Daddy… I’m spoiling you with my cutest pics &amp; nastiest vids 😘🔥

Don’t wait too long — this treat disappears fast 😈💋","Sep 07, 2025 at 10:18 AM",SD Mochi,unsent,5.00,50192,13,0,0.0,Klint Senarillos,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥𝗜𝗡𝗧𝗘𝗡𝗦𝗘 BG🔥
DOGGY, MISSIONARY, ME ON TOP 😵🤤
He can’t get enough of sliding his 🍆 deep inside me… just listen to how loud I moan 🥵
Best part is when he flipped me over and took me DOGGY 💦 making me scream with pleasure, feeling like the filthiest lil girl bent over, ass up! 🍑

He fucked my tight little cunt so good before I climbed on top to finish him off 😈💦","Sep 07, 2025 at 08:10 AM",SD Mochi,sent,21.00,50229,3391,2,42.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Can’t stop thinking about your cock stretching me wide open… Daddy, DM me how you’d take me right now 💦😩","Sep 07, 2025 at 07:09 AM",SD Mochi,unsent,-,50195,207,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
My pussy’s so wet it’s making squishy sounds… want me to record it for you? 🎧,"Sep 07, 2025 at 06:29 AM",SD Mochi,unsent,-,50199,241,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Imagine me riding you, tits bouncing while I moan your name… wanna see it? 🤤","Sep 07, 2025 at 05:32 AM",SD Mochi,unsent,-,50201,99,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"😱 𝐋𝐮𝐜𝐤𝐲 𝐘𝐨𝐮, 𝐃𝐚𝐝𝐝𝐲! 😱
𝐈 𝐩𝐢𝐜𝐤𝐞𝐝 𝐘𝐎𝐔 𝐭𝐨 𝐠𝐫𝐚𝐛 $1000 𝐰𝐨𝐫𝐭𝐡 𝐨𝐟 𝐦𝐲 𝐝𝐢𝐫𝐭𝐢𝐞𝐬𝐭 𝐯𝐢𝐝𝐬 🎥 𝐟𝐨𝐫 𝐣𝐮𝐬𝐭 $5 😏💦
𝐃𝐨𝐧’𝐭 𝐦𝐢𝐬𝐬 𝐢𝐭—𝐭𝐡𝐢𝐬 𝐝𝐞𝐚𝐥 𝐰𝐨𝐧’𝐭 𝐥𝐚𝐬𝐭 𝐥𝐨𝐧𝐠 ⏳","Sep 07, 2025 at 03:43 AM",SD Mochi,sent,5.00,50236,3460,5,25.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Be honest… do you want me sweet &amp; innocent or filthy &amp; wild, babe? 👼😈","Sep 07, 2025 at 03:28 AM",SD Mochi,unsent,-,50201,179,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
My mouth’s feeling sooo empty right now 👄💦 Don’t you think your cock would look perfect sliding inside? ,"Sep 07, 2025 at 03:06 AM",SD Mochi,unsent,-,50234,198,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🚨 Only sending this to 10 of you 🚨
 This bundle has some of my hottest moments, things I don’t usually show… but I’m in a giving mood 😏 First come, first served. Once it’s gone, it’s never coming back.","Sep 07, 2025 at 01:32 AM",SD Mochi,sent,3.00,50233,3482,2,6.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I feel like roleplaying… wanna be my Daddy or my toy? 😈🧸,"Sep 07, 2025 at 12:10 AM",SD Mochi,unsent,-,50199,318,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
